location_id,order_date,daily_ingredient_cost,rolling_7day_avg
1,2024-07-28,146.885,102.9042857142857
1,2024-07-29,136.475,117.63785714285714
1,2024-07-30,89.83,116.22
1,2024-07-31,47.86,109.1692857142857
1,2024-08-01,70.925,107.66857142857144
1,2024-08-02,135.07,103.86999999999999
1,2024-08-03,122.82,107.12357142857142
1,2024-08-04,100.92,100.55714285714285
1,2024-08-05,25.56,84.71214285714284
1,2024-08-06,38.28,77.34785714285714
1,2024-08-07,107.89,85.92357142857142
1,2024-08-08,114.42999999999999,92.13857142857144
1,2024-08-09,111.52,88.77428571428571
1,2024-08-10,86.365,83.56642857142857
1,2024-08-11,122.75,86.68499999999999
1,2024-08-12,77.34,94.08214285714287
1,2024-08-13,116.97,105.32357142857143
1,2024-08-14,70.375,99.96428571428571
1,2024-08-15,134.1,102.77428571428572
1,2024-08-16,110.78,102.66857142857144
1,2024-08-17,101.125,104.77714285714286
1,2024-08-18,67.595,96.89785714285715
1,2024-08-19,64.405,95.05
1,2024-08-20,114.13,94.64428571428572
1,2024-08-21,82.27,96.34357142857142
1,2024-08-22,99.695,91.42857142857143
1,2024-08-23,108.35,91.08142857142856
1,2024-08-24,96.965,90.48714285714286
1,2024-08-25,135.935,100.25
1,2024-08-26,80.815,102.5942857142857
1,2024-08-27,84.51,98.36285714285714
1,2024-08-28,67.42999999999999,96.24285714285715
1,2024-08-29,88.405,94.63000000000001
1,2024-08-30,104.92,94.14
1,2024-08-31,134.03,99.43500000000002
1,2024-09-01,108.11999999999999,95.46142857142857
1,2024-09-02,40.15,89.65214285714286
1,2024-09-03,101.05499999999999,92.01571428571428
1,2024-09-04,55.995,90.38214285714287
1,2024-09-05,83.55,89.68857142857142
1,2024-09-06,124.10499999999999,92.42928571428571
1,2024-09-07,57.78,81.53642857142856
1,2024-09-08,91.925,79.22285714285714
1,2024-09-09,68.89,83.32857142857142
1,2024-09-10,69.88,78.875
1,2024-09-11,82.955,82.72642857142856
1,2024-09-12,77.345,81.84
1,2024-09-13,145.0,84.825
1,2024-09-14,81.58,88.22500000000001
1,2024-09-15,109.255,90.70071428571428
1,2024-09-16,85.28999999999999,93.04357142857143
1,2024-09-17,127.725,101.30714285714285
1,2024-09-18,55.78,97.425
1,2024-09-19,21.535,89.45214285714285
1,2024-09-20,116.1,85.32357142857143
1,2024-09-21,122.41,91.15642857142856
1,2024-09-22,115.48,92.04571428571428
1,2024-09-23,70.55,89.93999999999998
1,2024-09-24,62.765,80.66
1,2024-09-25,78.78999999999999,83.94714285714285
1,2024-09-26,75.85,91.70642857142856
1,2024-09-27,176.295,100.30571428571429
1,2024-09-28,118.02499999999999,99.67928571428571
1,2024-09-29,103.79,98.00928571428571
1,2024-09-30,69.995,97.92999999999999
1,2024-10-01,78.425,100.16714285714285
1,2024-10-02,98.10499999999999,102.92642857142856
1,2024-10-03,65.225,101.40857142857143
1,2024-10-04,82.365,87.99
1,2024-10-05,106.79,86.38499999999999
1,2024-10-06,118.49499999999999,88.48571428571428
1,2024-10-07,101.19,92.94214285714285
1,2024-10-08,103.425,96.51357142857141
1,2024-10-09,75.84,93.33285714285715
1,2024-10-10,87.11999999999999,96.46071428571429
1,2024-10-11,81.02499999999999,96.26928571428572
1,2024-10-12,100.395,95.35571428571428
1,2024-10-13,102.475,93.06714285714285
1,2024-10-14,112.86999999999999,94.73571428571428
1,2024-10-15,57.02,88.10642857142857
1,2024-10-16,98.49499999999999,91.34285714285714
1,2024-10-17,57.54,87.11714285714285
1,2024-10-18,86.03999999999999,87.83357142857142
1,2024-10-19,86.21,85.80714285714285
1,2024-10-20,93.83,84.57214285714284
1,2024-10-21,42.795,74.56142857142856
1,2024-10-22,91.975,79.55499999999999
1,2024-10-23,62.455,74.40642857142856
1,2024-10-24,118.23,83.07642857142856
1,2024-10-25,160.72,93.745
1,2024-10-26,129.10999999999999,99.87357142857142
1,2024-10-27,151.635,108.13142857142859
1,2024-10-28,76.425,112.93571428571428
1,2024-10-29,123.35,117.41785714285713
1,2024-10-30,77.655,119.58928571428571
1,2024-10-31,65.95,112.12071428571429
1,2024-11-01,137.545,108.80999999999999
1,2024-11-02,116.6,107.02285714285713
1,2024-11-03,133.16,104.38357142857141
1,2024-11-04,133.17,112.49
1,2024-11-05,64.985,104.15214285714285
1,2024-11-06,104.19,107.94285714285715
1,2024-11-07,99.64,112.75571428571428
1,2024-11-08,187.38,119.875
1,2024-11-09,139.03,123.0792857142857
1,2024-11-10,175.06,129.065
1,2024-11-11,77.045,121.04714285714286
1,2024-11-12,56.805,119.87857142857142
1,2024-11-13,107.8,120.39428571428572
1,2024-11-14,108.375,121.64214285714286
1,2024-11-15,112.085,110.88571428571427
1,2024-11-16,88.05499999999999,103.60357142857143
1,2024-11-17,119.935,95.72857142857141
1,2024-11-18,129.385,103.20571428571428
1,2024-11-19,111.015,110.95
1,2024-11-20,82.26,107.30142857142856
1,2024-11-21,65.23,101.13785714285713
1,2024-11-22,155.23,107.30142857142857
1,2024-11-23,85.31,106.90928571428572
1,2024-11-24,130.32999999999998,108.39428571428572
1,2024-11-25,99.405,104.11142857142856
1,2024-11-26,73.59,98.765
1,2024-11-27,58.285,95.34
1,2024-11-28,132.58,104.96142857142857
1,2024-11-29,130.04,101.36285714285714
1,2024-11-30,114.37,105.51428571428572
1,2024-12-01,161.94,110.03
1,2024-12-02,90.755,108.79428571428572
1,2024-12-03,53.255,105.88928571428572
1,2024-12-04,85.8,109.82000000000001
1,2024-12-05,94.485,104.37785714285714
1,2024-12-06,170.11,110.10214285714287
1,2024-12-07,179.29,119.37642857142858
1,2024-12-08,121.875,113.65285714285713
1,2024-12-09,135.4,120.03071428571427
1,2024-12-10,130.585,131.07785714285714
1,2024-12-11,78.615,130.05142857142857
1,2024-12-12,135.9,135.96785714285716
1,2024-12-13,147.225,132.69857142857143
1,2024-12-14,132.275,125.98214285714286
1,2024-12-15,169.12,132.73142857142858
1,2024-12-16,99.49,127.60142857142856
1,2024-12-17,88.30499999999999,121.56142857142858
1,2024-12-18,82.46,122.11071428571428
1,2024-12-19,52.35,110.175
1,2024-12-20,134.98,108.42571428571429
1,2024-12-21,105.545,104.60714285714285
1,2024-12-22,142.095,100.74642857142855
1,2024-12-23,63.025,95.53714285714285
1,2024-12-24,94.88,96.47642857142856
1,2024-12-25,112.75999999999999,100.80499999999999
1,2024-12-26,49.08,100.33785714285715
1,2024-12-27,107.66499999999999,96.43571428571428
1,2024-12-28,156.215,103.67428571428572
1,2024-12-29,104.16,98.255
1,2024-12-30,94.53,102.75571428571428
1,2024-12-31,97.575,103.14071428571428
1,2025-01-01,98.325,101.07857142857144
1,2025-01-02,93.82000000000001,107.47
1,2025-01-03,96.36,105.855
1,2025-01-04,139.16,103.41857142857144
1,2025-01-05,138.145,108.27357142857144
1,2025-01-06,70.11,104.785
1,2025-01-07,77.23,101.87857142857145
1,2025-01-08,81.30499999999999,99.44714285714285
1,2025-01-09,135.45,105.39428571428572
1,2025-01-10,132.13,110.50428571428571
1,2025-01-11,169.81,114.88285714285713
1,2025-01-12,118.015,112.00714285714285
1,2025-01-13,96.66,115.79999999999998
1,2025-01-14,46.26,111.37571428571427
1,2025-01-15,107.11,115.06214285714285
1,2025-01-16,66.005,105.14142857142856
1,2025-01-17,149.81,107.66714285714285
1,2025-01-18,147.725,104.51214285714286
1,2025-01-19,143.85999999999999,108.2042857142857
1,2025-01-20,84.28,106.43571428571428
1,2025-01-21,88.71,112.5
1,2025-01-22,58.574999999999996,105.56642857142857
1,2025-01-23,75.08,106.86285714285714
1,2025-01-24,106.395,100.66071428571426
1,2025-01-25,131.9,98.39999999999999
1,2025-01-26,115.39999999999999,94.33428571428571
1,2025-01-27,80.03,93.72714285714285
1,2025-01-28,78.445,92.26071428571427
1,2025-01-29,84.95,96.02857142857142
1,2025-01-30,73.92,95.86285714285714
1,2025-01-31,104.42,95.5807142857143
1,2025-02-01,90.06,89.60357142857141
1,2025-02-02,122.865,90.67
1,2025-02-03,134.835,98.49928571428573
1,2025-02-04,63.975,96.43214285714285
1,2025-02-05,89.955,97.14714285714287
1,2025-02-06,63.544999999999995,95.66499999999999
1,2025-02-07,136.41,100.235
1,2025-02-08,141.06,107.52071428571428
1,2025-02-09,129.865,108.52071428571428
1,2025-02-10,82.345,101.02214285714285
1,2025-02-11,88.765,104.56357142857144
1,2025-02-12,107.2,107.02714285714286
1,2025-02-13,101.11,112.39357142857143
1,2025-02-14,143.025,113.33857142857144
1,2025-02-15,88.07,105.76857142857143
1,2025-02-16,122.64,104.73642857142856
1,2025-02-17,69.98,102.97
1,2025-02-18,98.755,104.39714285714285
1,2025-02-19,112.125,105.10071428571428
1,2025-02-20,83.67999999999999,102.61071428571428
1,2025-02-21,144.305,102.79357142857144
1,2025-02-22,111.28,106.10928571428572
1,2025-02-23,112.46,104.655
1,2025-02-24,114.91,111.07357142857143
1,2025-02-25,83.855,108.94500000000001
1,2025-02-26,85.765,105.17928571428571
1,2025-02-27,127.88499999999999,111.49428571428572
1,2025-02-28,112.81,106.995
1,2025-03-01,98.395,105.15428571428572
1,2025-03-02,141.48999999999998,109.30142857142856
1,2025-03-03,94.64999999999999,106.40714285714286
1,2025-03-04,105.75,109.535
1,2025-03-05,79.975,108.70785714285714
1,2025-03-06,67.445,100.07357142857143
1,2025-03-07,154.34,106.00642857142854
1,2025-03-08,134.135,111.11214285714284
1,2025-03-09,107.97,106.32357142857141
1,2025-03-10,82.72,104.61928571428571
1,2025-03-11,89.575,102.30857142857143
1,2025-03-12,98.55,104.96214285714287
1,2025-03-13,56.285,103.36785714285713
1,2025-03-14,121.1,98.61928571428571
1,2025-03-15,124.46,97.23714285714287
1,2025-03-16,114.16499999999999,98.12214285714286
1,2025-03-17,42.545,92.38285714285713
1,2025-03-18,36.455,84.7942857142857
1,2025-03-19,90.075,83.58357142857143
1,2025-03-20,60.01,84.11571428571429
1,2025-03-21,124.585,84.61357142857142
1,2025-03-22,121.705,84.22
1,2025-03-23,73.06,78.34785714285714
1,2025-03-24,81.485,83.91071428571429
1,2025-03-25,64.44,87.90857142857143
1,2025-03-26,55.53,82.97357142857143
1,2025-03-27,66.02499999999999,83.83285714285714
1,2025-03-28,126.335,84.08285714285715
1,2025-03-29,72.275,77.02142857142857
1,2025-03-30,160.17,89.46571428571428
1,2025-03-31,88.61,90.48357142857142
1,2025-04-01,105.81,96.39357142857143
1,2025-04-02,68.785,98.28714285714284
1,2025-04-03,60.48,97.49499999999999
1,2025-04-04,105.975,94.58642857142857
1,2025-04-05,115.06,100.69857142857141
1,2025-04-06,133.21,96.84714285714286
1,2025-04-07,90.32,97.09142857142857
1,2025-04-08,58.385,90.31642857142857
1,2025-04-09,93.395,93.83214285714287
1,2025-04-10,73.005,95.62142857142858
1,2025-04-11,109.395,96.11
1,2025-04-12,119.38,96.72714285714287
1,2025-04-13,105.41499999999999,92.75642857142857
1,2025-04-14,58.074999999999996,88.14999999999999
1,2025-04-15,58.985,88.23571428571428
1,2025-04-16,98.48,88.96214285714287
1,2025-04-17,65.215,87.8492857142857
1,2025-04-18,125.15,90.10000000000001
1,2025-04-19,91.85499999999999,86.16785714285713
1,2025-04-20,177.14,96.41428571428571
1,2025-04-21,103.36999999999999,102.885
1,2025-04-22,96.88,108.29857142857144
1,2025-04-23,134.99,113.51428571428572
1,2025-04-24,82.625,116.00142857142858
1,2025-04-25,179.965,123.83214285714287
1,2025-04-26,127.405,128.91071428571428
1,2025-04-27,108.855,119.1557142857143
1,2025-04-28,82.76,116.21142857142857
1,2025-04-29,56.214999999999996,110.40214285714286
1,2025-04-30,88.955,103.82571428571428
1,2025-05-01,90.57,104.96071428571429
1,2025-05-02,115.755,95.78785714285713
1,2025-05-03,89.095,90.31499999999998
1,2025-05-04,73.405,85.25071428571428
1,2025-05-05,109.425,89.05999999999999
1,2025-05-06,100.49,95.38499999999999
1,2025-05-07,67.99499999999999,92.39071428571428
1,2025-05-08,59.61,87.96785714285714
1,2025-05-09,114.22,87.74857142857142
1,2025-05-10,168.7,99.12071428571427
1,2025-05-11,168.995,112.77642857142857
1,2025-05-12,86.87,109.55428571428571
1,2025-05-13,108.50999999999999,110.7
1,2025-05-14,65.515,110.34571428571428
1,2025-05-15,59.48,110.32714285714285
1,2025-05-16,97.75999999999999,107.97571428571428
1,2025-05-17,118.225,100.765
1,2025-05-18,130.65,95.28714285714285
1,2025-05-19,88.515,95.52214285714285
1,2025-05-20,112.39999999999999,96.07785714285714
1,2025-05-21,75.985,97.57357142857143
1,2025-05-22,119.735,106.18142857142857
1,2025-05-23,158.885,114.91357142857143
1,2025-05-24,149.155,119.33214285714284
1,2025-05-25,117.55,117.46071428571429
1,2025-05-26,82.2,116.55857142857143
1,2025-05-27,75.545,111.29357142857144
1,2025-05-28,125.89999999999999,118.42428571428572
1,2025-05-29,79.435,112.66714285714285
1,2025-05-30,94.035,103.40285714285713
1,2025-05-31,124.735,99.91428571428571
1,2025-06-01,106.465,98.33071428571428
1,2025-06-02,124.015,104.30428571428571
1,2025-06-03,112.46,109.57785714285714
1,2025-06-04,90.905,104.57857142857142
1,2025-06-05,70.375,103.28428571428572
1,2025-06-06,173.15,114.58642857142857
1,2025-06-07,113.355,112.96071428571429
1,2025-06-08,148.15,118.9157142857143
1,2025-06-09,58.059999999999995,109.49357142857143
1,2025-06-10,43.339999999999996,99.61928571428572
1,2025-06-11,90.75999999999999,99.59857142857143
1,2025-06-12,78.315,100.73285714285714
1,2025-06-13,140.21,96.02714285714286
1,2025-06-14,98.375,93.88714285714286
1,2025-06-15,157.2,95.17999999999999
1,2025-06-16,122.065,104.32357142857144
1,2025-06-17,80.2,109.58928571428571
1,2025-06-18,69.275,106.52
1,2025-06-19,107.09,110.63071428571428
1,2025-06-20,98.125,104.61857142857141
1,2025-06-21,104.64999999999999,105.51499999999999
1,2025-06-22,119.095,100.07142857142857
1,2025-06-23,64.845,91.89714285714285
1,2025-06-24,58.195,88.75357142857142
1,2025-06-25,110.59,94.6557142857143
1,2025-06-26,107.52,94.71714285714286
1,2025-06-27,146.92,101.68785714285715
1,2025-06-28,116.695,103.40857142857143
1,2025-06-29,128.245,104.71571428571428
1,2025-06-30,95.77,109.13357142857141
1,2025-07-01,135.18,120.13142857142859
1,2025-07-02,75.485,115.11642857142856
1,2025-07-03,89.855,112.59285714285714
1,2025-07-04,148.1,112.76142857142858
1,2025-07-05,137.945,115.79714285714284
1,2025-07-06,150.045,118.91142857142857
1,2025-07-07,83.53999999999999,117.16428571428571
1,2025-07-08,80.13,109.3
1,2025-07-09,100.14999999999999,112.82357142857143
1,2025-07-10,101.535,114.49214285714285
1,2025-07-11,186.995,120.04857142857142
1,2025-07-12,111.075,116.21000000000001
1,2025-07-13,141.415,114.97714285714285
1,2025-07-14,103.41499999999999,117.81642857142857
1,2025-07-15,93.795,119.76857142857143
1,2025-07-16,67.245,115.06785714285715
1,2025-07-17,101.86999999999999,115.11571428571429
1,2025-07-18,158.565,111.05428571428573
1,2025-07-19,128.26500000000001,113.51
1,2025-07-20,115.34,109.78499999999998
1,2025-07-21,152.4,116.78285714285714
1,2025-07-22,82.99,115.23928571428573
1,2025-07-23,92.33,118.82285714285715
1,2025-07-24,98.86,118.39285714285714
1,2025-07-25,136.665,115.2642857142857
1,2025-07-26,162.64499999999998,120.17571428571429
1,2025-07-27,138.975,123.55214285714285
1,2025-07-28,147.725,122.88428571428571
1,2025-07-29,109.17999999999999,126.62571428571427
1,2025-07-30,103.485,128.21928571428572
1,2025-07-31,134.535,133.31571428571428
1,2025-08-01,93.2,127.10642857142857
1,2025-08-02,93.645,117.2492857142857
1,2025-08-03,119.35,114.44571428571429
1,2025-08-04,124.405,111.11428571428571
1,2025-08-05,67.64,105.17999999999999
1,2025-08-06,89.685,103.20857142857143
1,2025-08-07,74.0,94.56071428571428
1,2025-08-08,82.455,93.0257142857143
1,2025-08-09,153.065,101.51428571428572
1,2025-08-10,186.63,111.12571428571428
1,2025-08-11,129.255,111.81857142857143
1,2025-08-12,70.565,112.23642857142856
1,2025-08-13,85.205,111.59642857142856
1,2025-08-14,107.87,116.43499999999999
1,2025-08-15,140.18,124.68142857142857
1,2025-08-16,129.23,121.27642857142857
1,2025-08-17,131.335,113.37714285714286
1,2025-08-18,111.39999999999999,110.82642857142856
1,2025-08-19,94.91499999999999,114.30499999999999
1,2025-08-20,73.895,112.68928571428572
1,2025-08-21,51.915,104.69571428571429
1,2025-08-22,105.11999999999999,99.68714285714286
1,2025-08-23,154.905,103.355
1,2025-08-24,151.825,106.28214285714284
1,2025-08-25,74.2,100.96785714285714
1,2025-08-26,89.89999999999999,100.25142857142858
1,2025-08-27,159.72,112.51214285714286
1,2025-08-28,101.145,119.54499999999999
1,2025-08-29,126.05499999999999,122.53571428571429
1,2025-08-30,148.255,121.58571428571427
1,2025-08-31,153.965,121.89142857142856
1,2025-09-01,130.765,129.97214285714284
1,2025-09-02,118.55,134.065
1,2025-09-03,74.33,121.86642857142856
1,2025-09-04,84.59,119.50142857142858
1,2025-09-05,119.895,118.62142857142855
1,2025-09-06,100.34,111.77642857142858
1,2025-09-07,77.32,100.82714285714285
1,2025-09-08,81.085,93.73
1,2025-09-09,122.71,94.32428571428571
1,2025-09-10,72.27,94.03
1,2025-09-11,74.615,92.605
1,2025-09-12,110.5,91.26285714285714
1,2025-09-13,116.07,93.50999999999999
1,2025-09-14,146.82999999999998,103.43999999999998
1,2025-09-15,63.065,100.86571428571428
1,2025-09-16,75.07,94.05999999999997
1,2025-09-17,79.6,95.10714285714285
1,2025-09-18,63.61,93.53499999999998
1,2025-09-19,121.595,95.11999999999999
1,2025-09-20,143.735,99.07214285714285
1,2025-09-21,142.415,98.44142857142856
1,2025-09-22,66.045,98.86714285714287
1,2025-09-23,76.5,99.07142857142857
1,2025-09-24,49.655,94.79357142857144
1,2025-09-25,89.075,98.43142857142857
1,2025-09-26,150.51,102.56214285714285
1,2025-09-27,155.13,104.18999999999998
1,2025-09-28,101.55,98.35214285714287
1,2025-09-29,60.17,97.51285714285713
1,2025-09-30,93.39999999999999,99.92714285714284
1,2025-10-01,99.31,107.02071428571428
1,2025-10-02,84.28999999999999,106.33714285714284
1,2025-10-03,115.60499999999999,101.35071428571428
1,2025-10-04,114.26,95.51214285714286
1,2025-10-05,144.64,101.66785714285713
1,2025-10-06,109.91,108.77357142857143
1,2025-10-07,44.199999999999996,101.745
1,2025-10-08,103.715,102.3742857142857
1,2025-10-09,67.84,100.02428571428571
1,2025-10-10,115.65,100.03071428571427
1,2025-10-11,108.48,99.205
1,2025-10-12,106.355,93.73571428571428
1,2025-10-13,74.19,88.63285714285715
1,2025-10-14,70.365,92.37071428571429
1,2025-10-15,67.2,87.15428571428572
1,2025-10-16,77.635,88.55357142857143
1,2025-10-17,124.85,89.86785714285715
1,2025-10-18,140.95,94.50642857142857
1,2025-10-19,208.2,109.05571428571427
1,2025-10-20,117.895,115.29928571428572
1,2025-10-21,87.57,117.75714285714285
1,2025-10-22,99.49,122.36999999999999
1,2025-10-23,108.205,126.73714285714286
1,2025-10-24,116.145,125.49357142857141
1,2025-10-25,173.635,130.16285714285715
1,2025-10-26,130.825,119.10928571428572
1,2025-10-27,145.215,123.01214285714285
1,2025-10-28,118.94,127.49357142857141
1,2025-10-29,78.385,124.47857142857143
1,2025-10-30,68.665,118.83
1,2025-10-31,130.43,120.87071428571429
1,2025-11-01,121.405,113.40928571428572
1,2025-11-02,104.625,109.66642857142858
1,2025-11-03,72.945,99.34214285714286
1,2025-11-04,71.66,92.58785714285715
1,2025-11-05,94.395,94.875
1,2025-11-06,132.605,104.00928571428572
1,2025-11-07,140.09,105.3892857142857
1,2025-11-08,158.68,110.71428571428571
1,2025-11-09,127.94999999999999,114.04642857142856
1,2025-11-10,89.525,116.41499999999999
1,2025-11-11,70.43,116.23928571428571
1,2025-11-12,92.47,115.96428571428571
1,2025-11-13,82.695,108.8342857142857
1,2025-11-14,136.65,108.34285714285716
1,2025-11-15,156.95,108.09571428571428
1,2025-11-16,106.53,105.03571428571429
1,2025-11-17,93.795,105.64571428571428
1,2025-11-18,144.095,116.1692857142857
1,2025-11-19,107.57,118.32642857142856
1,2025-11-20,76.52499999999999,117.44500000000001
1,2025-11-21,147.54999999999998,119.00214285714284
1,2025-11-22,137.91,116.28214285714286
1,2025-11-23,145.14,121.79785714285715
1,2025-11-24,119.355,125.44928571428571
1,2025-11-25,128.55,123.22857142857141
1,2025-11-26,103.575,122.65785714285714
1,2025-11-27,82.97,123.57857142857142
1,2025-11-28,117.71,119.3157142857143
1,2025-11-29,139.415,119.53071428571427
1,2025-11-30,160.37,121.70642857142856
2,2024-06-01,123.125,123.125
2,2024-06-02,145.715,134.42000000000002
2,2024-06-03,71.27499999999999,113.37166666666667
2,2024-06-04,92.475,108.1475
2,2024-06-05,66.535,99.825
2,2024-06-06,57.39,92.7525
2,2024-06-07,94.455,92.99571428571429
2,2024-06-08,129.95,93.97071428571428
2,2024-06-09,137.325,92.77214285714285
2,2024-06-10,77.965,93.72785714285713
2,2024-06-11,91.39999999999999,93.5742857142857
2,2024-06-12,109.35,99.69071428571428
2,2024-06-13,120.795,108.74857142857142
2,2024-06-14,81.64,106.91785714285713
2,2024-06-15,104.03,103.215
2,2024-06-16,132.57,102.53571428571429
2,2024-06-17,84.21,103.42785714285715
2,2024-06-18,71.345,100.56285714285715
2,2024-06-19,67.03999999999999,94.51857142857143
2,2024-06-20,36.815,82.52142857142859
2,2024-06-21,114.03,87.14857142857143
2,2024-06-22,87.435,84.77785714285713
2,2024-06-23,108.0,81.26785714285714
2,2024-06-24,102.06,83.81785714285715
2,2024-06-25,85.595,85.85357142857143
2,2024-06-26,65.48,85.63071428571428
2,2024-06-27,58.735,88.76214285714285
2,2024-06-28,115.715,89.00285714285714
2,2024-06-29,127.59,94.73928571428573
2,2024-06-30,83.255,91.20428571428572
2,2024-07-01,87.525,89.12785714285714
2,2024-07-02,77.255,87.93642857142856
2,2024-07-03,132.73499999999999,97.54428571428572
2,2024-07-04,94.59,102.66642857142858
2,2024-07-05,128.105,104.43642857142858
2,2024-07-06,132.01,105.06785714285714
2,2024-07-07,132.34,112.08
2,2024-07-08,84.205,111.60571428571428
2,2024-07-09,109.35,116.1907142857143
2,2024-07-10,109.1,112.8142857142857
2,2024-07-11,104.38,114.21285714285713
2,2024-07-12,85.42,108.11500000000001
2,2024-07-13,154.14,111.27642857142858
2,2024-07-14,139.475,112.29571428571428
2,2024-07-15,103.895,115.10857142857142
2,2024-07-16,104.0,114.3442857142857
2,2024-07-17,123.175,116.355
2,2024-07-18,85.28999999999999,113.62785714285714
2,2024-07-19,147.95499999999998,122.56142857142856
2,2024-07-20,112.53999999999999,116.61857142857141
2,2024-07-21,111.375,112.60428571428572
2,2024-07-22,80.965,109.32857142857142
2,2024-07-23,116.0,111.04285714285713
2,2024-07-24,128.73499999999999,111.83714285714284
2,2024-07-25,55.665,107.605
2,2024-07-26,136.76999999999998,106.00714285714285
2,2024-07-27,103.795,104.75785714285713
2,2024-07-28,98.49,102.91714285714285
2,2024-07-29,122.925,108.91142857142856
2,2024-07-30,59.68,100.86571428571428
2,2024-07-31,72.75,92.86785714285715
2,2024-08-01,56.08,92.92714285714284
2,2024-08-02,148.70499999999998,94.63214285714285
2,2024-08-03,157.29,102.27428571428571
2,2024-08-04,97.565,102.14214285714286
2,2024-08-05,75.365,95.34785714285715
2,2024-08-06,113.91499999999999,103.09571428571428
2,2024-08-07,37.53,98.0642857142857
2,2024-08-08,91.115,103.06928571428571
2,2024-08-09,125.52499999999999,99.75785714285713
2,2024-08-10,117.515,94.07571428571428
2,2024-08-11,107.25999999999999,95.46071428571427
2,2024-08-12,67.81,94.38142857142857
2,2024-08-13,107.485,93.46285714285715
2,2024-08-14,70.115,98.11785714285715
2,2024-08-15,71.7,95.3442857142857
2,2024-08-16,60.48,86.05214285714285
2,2024-08-17,146.095,90.135
2,2024-08-18,106.37,90.00785714285715
2,2024-08-19,86.335,92.6542857142857
2,2024-08-20,83.535,89.23285714285714
2,2024-08-21,63.33,88.26357142857144
2,2024-08-22,107.05499999999999,93.31428571428572
2,2024-08-23,131.355,103.43928571428572
2,2024-08-24,102.39999999999999,97.19714285714285
2,2024-08-25,116.72,98.67571428571428
2,2024-08-26,29.884999999999998,90.61142857142856
2,2024-08-27,80.36,90.15785714285713
2,2024-08-28,77.05,92.11785714285715
2,2024-08-29,92.77499999999999,90.07785714285714
2,2024-08-30,129.67,89.83714285714284
2,2024-08-31,139.125,95.08357142857143
2,2024-09-01,117.00999999999999,95.125
2,2024-09-02,86.03999999999999,103.14714285714285
2,2024-09-03,53.745,99.345
2,2024-09-04,62.54,97.27214285714285
2,2024-09-05,76.235,94.90928571428572
2,2024-09-06,114.58,92.7535714285714
2,2024-09-07,107.765,88.27357142857143
2,2024-09-08,94.22,85.01785714285714
2,2024-09-09,72.06,83.02071428571428
2,2024-09-10,108.55499999999999,90.85071428571429
2,2024-09-11,117.64,98.72214285714286
2,2024-09-12,81.5,99.47428571428573
2,2024-09-13,145.275,103.85928571428572
2,2024-09-14,136.215,107.92357142857144
2,2024-09-15,151.575,116.11714285714285
2,2024-09-16,106.50999999999999,121.03857142857143
2,2024-09-17,56.425,113.59142857142857
